graph_id,gt_x,gt_y,gt_th,est_x,est_y,est_th,err_x,err_y,err_th,err_trans,err_rot
1,-8.000000000e+00,-7.000000000e+00,1.570796371e+00,-7.998338223e+00,-6.995522022e+00,1.570796847e+00,4.477977753e-03,-1.661300659e-03,5.326444921e-07,4.776212387e-03,5.326444921e-07
2,-8.000000000e+00,-6.000000000e+00,0.000000000e+00,-7.997969151e+00,-6.001227856e+00,6.433163071e-04,2.030849457e-03,-1.227855682e-03,6.433163071e-04,2.373178955e-03,6.433163071e-04
3,-8.000000000e+00,-5.000000000e+00,1.570796371e+00,-7.996533394e+00,-4.999618530e+00,1.571191072e+00,3.814697266e-04,-3.466606140e-03,3.946981742e-04,3.487531794e-03,3.946981742e-04
4,-8.000000000e+00,-4.000000000e+00,0.000000000e+00,-7.997766972e+00,-3.998179197e+00,6.173535949e-04,2.233028412e-03,1.820802689e-03,6.173535949e-04,2.881273860e-03,6.173535949e-04
5,-8.000000000e+00,-3.000000000e+00,1.570796371e+00,-7.997830868e+00,-2.998975039e+00,1.571275711e+00,1.024961472e-03,-2.169132233e-03,4.793552216e-04,2.399099991e-03,4.793552216e-04
6,-8.000000000e+00,-2.000000000e+00,0.000000000e+00,-8.000877380e+00,-1.997310162e+00,4.000017361e-04,-8.773803711e-04,2.689838409e-03,4.000017361e-04,2.829315607e-03,4.000017361e-04
7,-8.000000000e+00,-1.000000000e+00,1.570796371e+00,-8.001073837e+00,-9.991466999e-01,1.571580648e+00,8.533000946e-04,1.073837280e-03,7.843479980e-04,1.371585764e-03,7.843479980e-04
8,-8.000000000e+00,0.000000000e+00,0.000000000e+00,-8.001648903e+00,1.016456634e-03,8.578227134e-04,-1.648902893e-03,1.016456634e-03,8.578227134e-04,1.937024761e-03,8.578227134e-04
9,-8.000000000e+00,1.000000000e+00,1.570796371e+00,-8.000504494e+00,1.001027107e+00,1.571514249e+00,1.027107239e-03,5.044937134e-04,7.179632667e-04,1.144317794e-03,7.179632667e-04
10,-8.000000000e+00,2.000000000e+00,0.000000000e+00,-8.003924370e+00,1.999944448e+00,7.753829123e-04,-3.924369812e-03,-5.555152893e-05,7.753829123e-04,3.924762830e-03,7.753829123e-04
11,-8.000000000e+00,3.000000000e+00,1.570796371e+00,-8.004731178e+00,3.001476288e+00,1.571673274e+00,1.476287842e-03,4.731178284e-03,8.769448614e-04,4.956155084e-03,8.769448614e-04
12,-8.000000000e+00,4.000000000e+00,0.000000000e+00,-8.006677628e+00,4.001504898e+00,8.813721943e-04,-6.677627563e-03,1.504898071e-03,8.813721943e-04,6.845102645e-03,8.813721943e-04
13,-8.000000000e+00,5.000000000e+00,1.570796371e+00,-8.008243561e+00,5.002295494e+00,1.571353793e+00,2.295494080e-03,8.243560791e-03,5.574541865e-04,8.557194844e-03,5.574541865e-04
14,-8.000000000e+00,6.000000000e+00,0.000000000e+00,-8.006572723e+00,6.001576424e+00,9.013397503e-04,-6.572723389e-03,1.576423645e-03,9.013397503e-04,6.759127602e-03,9.013397503e-04
15,-8.000000000e+00,7.000000000e+00,1.570796371e+00,-8.006015778e+00,7.002284527e+00,1.571658492e+00,2.284526825e-03,6.016254425e-03,8.621775196e-04,6.435400341e-03,8.621775196e-04
16,-8.000000000e+00,8.000000000e+00,0.000000000e+00,-8.009463310e+00,7.997646332e+00,1.335919835e-03,-9.463310242e-03,-2.353668213e-03,1.335919835e-03,9.751615115e-03,1.335919835e-03
17,-7.000000000e+00,-8.000000000e+00,3.141592503e+00,-6.998147488e+00,-7.995955944e+00,-3.141400814e+00,-1.852512360e-03,-4.044532776e-03,1.919106289e-04,4.448600579e-03,1.919106289e-04
18,-7.000000000e+00,-7.000000000e+00,-1.570796371e+00,-7.002018452e+00,-6.998565197e+00,-1.570370555e+00,-1.434803009e-03,-2.018451691e-03,4.258519039e-04,2.476450289e-03,4.258519039e-04
19,-7.000000000e+00,-6.000000000e+00,3.141592503e+00,-7.001084328e+00,-5.997334480e+00,-3.141331196e+00,1.084327698e-03,-2.665519714e-03,2.615520207e-04,2.877631225e-03,2.615520207e-04
20,-7.000000000e+00,-5.000000000e+00,-1.570796371e+00,-6.998821259e+00,-5.001709938e+00,-1.570018888e+00,1.709938049e-03,1.178741455e-03,7.775189006e-04,2.076853300e-03,7.775189006e-04
21,-7.000000000e+00,-4.000000000e+00,3.141592503e+00,-6.999507427e+00,-3.997653484e+00,-3.141157389e+00,-4.925727844e-04,-2.346277237e-03,4.353735421e-04,2.397424541e-03,4.353735421e-04
22,-7.000000000e+00,-3.000000000e+00,-1.570796371e+00,-6.999258518e+00,-2.996499300e+00,-1.570210814e+00,-3.500699997e-03,7.414817810e-04,5.855202908e-04,3.578365082e-03,5.855202908e-04
23,-7.000000000e+00,-2.000000000e+00,3.141592503e+00,-6.998675823e+00,-1.999085665e+00,-3.140617609e+00,-1.324176788e-03,-9.144544601e-04,9.751528269e-04,1.609245548e-03,9.751528269e-04
24,-7.000000000e+00,-1.000000000e+00,-1.570796371e+00,-6.999869823e+00,-9.950718880e-01,-1.570256710e+00,-4.928171635e-03,1.301765442e-04,5.396951456e-04,4.929890390e-03,5.396951456e-04
25,-7.000000000e+00,0.000000000e+00,3.141592503e+00,-6.998971939e+00,1.856533810e-03,-3.140709639e+00,-1.028060913e-03,-1.856533927e-03,8.830141160e-04,2.122175181e-03,8.830141160e-04
26,-7.000000000e+00,1.000000000e+00,-1.570796371e+00,-7.001602650e+00,1.002605081e+00,-1.570113182e+00,-2.605021000e-03,-1.602649689e-03,6.831734790e-04,3.058532486e-03,6.831734790e-04
27,-7.000000000e+00,2.000000000e+00,3.141592503e+00,-7.004495144e+00,2.006561041e+00,-3.140964508e+00,4.495143890e-03,-6.560921669e-03,6.282916293e-04,7.953112945e-03,6.282916293e-04
28,-7.000000000e+00,3.000000000e+00,-1.570796371e+00,-7.004999161e+00,3.003017902e+00,-1.569876194e+00,-3.017902374e-03,-4.999160767e-03,9.201817447e-04,5.839464255e-03,9.201817447e-04
29,-7.000000000e+00,4.000000000e+00,3.141592503e+00,-7.006770134e+00,4.002260208e+00,-3.140698195e+00,6.770133972e-03,-2.260446548e-03,8.944709552e-04,7.137529552e-03,8.944709552e-04
30,-7.000000000e+00,5.000000000e+00,-1.570796371e+00,-7.007141590e+00,5.001772881e+00,-1.569830298e+00,-1.772880554e-03,-7.141590118e-03,9.660934447e-04,7.358356845e-03,9.660934447e-04
31,-7.000000000e+00,6.000000000e+00,3.141592503e+00,-7.007245064e+00,6.002464294e+00,-3.140679359e+00,7.245063782e-03,-2.464294434e-03,9.133899584e-04,7.652692031e-03,9.133899584e-04
32,-7.000000000e+00,7.000000000e+00,-1.570796371e+00,-7.011525631e+00,7.000539780e+00,-1.569546461e+00,-5.397796631e-04,-1.152563095e-02,1.249952125e-03,1.153826341e-02,1.249952125e-03
33,-7.000000000e+00,8.000000000e+00,3.141592503e+00,-7.010069370e+00,8.002401352e+00,-3.140330076e+00,1.006937027e-02,-2.400875092e-03,1.262709149e-03,1.035163831e-02,1.262709149e-03
34,-6.000000000e+00,-8.000000000e+00,0.000000000e+00,-5.998353958e+00,-8.001057625e+00,4.479679919e-04,1.646041870e-03,-1.057624817e-03,4.479679919e-04,1.956533641e-03,4.479679919e-04
35,-6.000000000e+00,-7.000000000e+00,1.570796371e+00,-5.994844913e+00,-6.997703552e+00,1.571468115e+00,2.296447754e-03,-5.155086517e-03,6.717442302e-04,5.643455777e-03,6.717442302e-04
36,-6.000000000e+00,-6.000000000e+00,0.000000000e+00,-6.000147820e+00,-5.999929428e+00,6.414842792e-04,-1.478195190e-04,7.057189941e-05,6.414842792e-04,1.638017129e-04,6.414842792e-04
37,-6.000000000e+00,-5.000000000e+00,1.570796371e+00,-5.999798775e+00,-4.998603344e+00,1.571540594e+00,1.396656036e-03,-2.012252808e-04,7.442553760e-04,1.411077450e-03,7.442553760e-04
38,-6.000000000e+00,-4.000000000e+00,0.000000000e+00,-5.998981476e+00,-4.000276089e+00,7.578695659e-04,1.018524170e-03,-2.760887146e-04,7.578695659e-04,1.055280329e-03,7.578695659e-04
39,-6.000000000e+00,-3.000000000e+00,1.570796371e+00,-6.000780106e+00,-2.995508909e+00,1.571421266e+00,4.491090775e-03,7.801055908e-04,6.249751896e-04,4.558339715e-03,6.249751896e-04
40,-6.000000000e+00,-2.000000000e+00,0.000000000e+00,-6.002221584e+00,-1.998720884e+00,5.906975712e-04,-2.221584320e-03,1.279115677e-03,5.906975712e-04,2.563507995e-03,5.906975712e-04
41,-6.000000000e+00,-1.000000000e+00,1.570796371e+00,-6.000636578e+00,-9.967309237e-01,1.571666479e+00,3.269076347e-03,6.365776062e-04,8.701647166e-04,3.330479143e-03,8.701647166e-04
42,-6.000000000e+00,0.000000000e+00,0.000000000e+00,-6.003469467e+00,4.311290104e-03,7.283429732e-04,-3.469467163e-03,4.311290104e-03,7.283429732e-04,5.533934105e-03,7.283429732e-04
43,-6.000000000e+00,1.000000000e+00,1.570796371e+00,-6.001425743e+00,1.003459454e+00,1.571681738e+00,3.459453583e-03,1.425743103e-03,8.853818872e-04,3.741732566e-03,8.853818872e-04
44,-6.000000000e+00,2.000000000e+00,0.000000000e+00,-6.005329132e+00,2.004426003e+00,8.831794257e-04,-5.329132080e-03,4.426002502e-03,8.831794257e-04,6.927419920e-03,8.831794257e-04
45,-6.000000000e+00,3.000000000e+00,1.570796371e+00,-6.004199028e+00,3.002026081e+00,1.571682572e+00,2.026081085e-03,4.199028015e-03,8.862231625e-04,4.662278574e-03,8.862231625e-04
46,-6.000000000e+00,4.000000000e+00,0.000000000e+00,-6.004978657e+00,4.002584457e+00,7.598604425e-04,-4.978656769e-03,2.584457397e-03,7.598604425e-04,5.609495565e-03,7.598604425e-04
47,-6.000000000e+00,5.000000000e+00,1.570796371e+00,-6.002658367e+00,5.003192425e+00,1.571486950e+00,3.192424774e-03,2.658367157e-03,6.906480994e-04,4.154333845e-03,6.906480994e-04
48,-6.000000000e+00,6.000000000e+00,0.000000000e+00,-6.006019592e+00,6.000012398e+00,9.504712652e-04,-6.019592285e-03,1.239776611e-05,9.504712652e-04,6.019604858e-03,9.504712652e-04
