graph_id,gt_x,gt_y,gt_th,est_x,est_y,est_th,err_x,err_y,err_th,err_trans,err_rot
1,-8.000000000e+00,-7.000000000e+00,1.570796371e+00,-7.998947620e+00,-6.991011620e+00,1.570075393e+00,8.988380432e-03,-1.051902771e-03,-7.209966425e-04,9.049722925e-03,7.209966425e-04
2,-8.000000000e+00,-6.000000000e+00,0.000000000e+00,-7.983617783e+00,-6.011473656e+00,-3.984765790e-04,1.638221741e-02,-1.147365570e-02,-3.984765790e-04,2.000054531e-02,3.984765790e-04
3,-8.000000000e+00,-5.000000000e+00,1.570796371e+00,-8.000994682e+00,-5.024887085e+00,1.568948150e+00,-2.488708496e-02,9.946823120e-04,-1.848203829e-03,2.490695566e-02,1.848203829e-03
4,-8.000000000e+00,-4.000000000e+00,0.000000000e+00,-7.986772060e+00,-4.015458107e+00,-1.686831238e-03,1.322793961e-02,-1.545810699e-02,-1.686831238e-03,2.034530602e-02,1.686831238e-03
5,-8.000000000e+00,-3.000000000e+00,1.570796371e+00,-8.002674103e+00,-3.003152370e+00,1.568941474e+00,-3.152370453e-03,2.674102783e-03,-1.854936592e-03,4.133795388e-03,1.854936592e-03
6,-8.000000000e+00,-2.000000000e+00,0.000000000e+00,-8.019975662e+00,-1.995066047e+00,-1.156920334e-03,-1.997566223e-02,4.933953285e-03,-1.156920334e-03,2.057597972e-02,1.156920334e-03
7,-8.000000000e+00,-1.000000000e+00,1.570796371e+00,-8.006020546e+00,-1.018015742e+00,1.569836974e+00,-1.801574230e-02,6.020545959e-03,-9.594412404e-04,1.899510249e-02,9.594412404e-04
8,-8.000000000e+00,0.000000000e+00,0.000000000e+00,-8.005753517e+00,-9.959544986e-03,-4.843968491e-04,-5.753517151e-03,-9.959544986e-03,-4.843968491e-04,1.150197815e-02,4.843968491e-04
9,-8.000000000e+00,1.000000000e+00,1.570796371e+00,-7.993046761e+00,9.635279775e-01,1.571047783e+00,-3.647202253e-02,-6.953239441e-03,2.514011576e-04,3.712891042e-02,2.514011576e-04
10,-8.000000000e+00,2.000000000e+00,0.000000000e+00,-8.015735626e+00,1.972017169e+00,6.372744101e-04,-1.573562622e-02,-2.798283100e-02,6.372744101e-04,3.210372105e-02,6.372744101e-04
11,-8.000000000e+00,3.000000000e+00,1.570796371e+00,-8.033971786e+00,2.954968929e+00,1.571520090e+00,-4.503107071e-02,3.397178650e-02,7.237414829e-04,5.640815198e-02,7.237414829e-04
12,-8.000000000e+00,4.000000000e+00,0.000000000e+00,-8.053801537e+00,3.946942091e+00,-5.574247916e-04,-5.380153656e-02,-5.305790901e-02,-5.574247916e-04,7.556286454e-02,5.574247916e-04
13,-8.000000000e+00,5.000000000e+00,1.570796371e+00,-8.040499687e+00,4.962621689e+00,1.570621490e+00,-3.737831116e-02,4.049968719e-02,-1.748877257e-04,5.511227623e-02,1.748877257e-04
14,-8.000000000e+00,6.000000000e+00,0.000000000e+00,-8.043900490e+00,5.953006744e+00,-1.235067175e-04,-4.390048981e-02,-4.699325562e-02,-1.235067175e-04,6.430877745e-02,1.235067175e-04
15,-8.000000000e+00,7.000000000e+00,1.570796371e+00,-8.031182289e+00,6.966935635e+00,1.571073532e+00,-3.306436539e-02,3.118276596e-02,2.771383733e-04,4.544905946e-02,2.771383733e-04
16,-8.000000000e+00,8.000000000e+00,0.000000000e+00,-8.043214798e+00,7.964551449e+00,-4.062031512e-04,-4.321479797e-02,-3.544855118e-02,-4.062031512e-04,5.589381605e-02,4.062031512e-04
17,-7.000000000e+00,-8.000000000e+00,3.141592503e+00,-6.998925209e+00,-7.990572929e+00,3.141251087e+00,-1.074790955e-03,-9.427547455e-03,-3.414668608e-04,9.488615207e-03,3.414668608e-04
18,-7.000000000e+00,-7.000000000e+00,-1.570796371e+00,-6.984753609e+00,-7.010798931e+00,-1.570458531e+00,1.079893112e-02,1.524639130e-02,3.377854882e-04,1.868339814e-02,3.377854882e-04
19,-7.000000000e+00,-6.000000000e+00,3.141592503e+00,-7.002225876e+00,-5.999613762e+00,3.141425133e+00,2.225875854e-03,-3.862380981e-04,-1.675264648e-04,2.259137807e-03,1.675264648e-04
20,-7.000000000e+00,-5.000000000e+00,-1.570796371e+00,-7.020444393e+00,-5.017769814e+00,-1.572028160e+00,1.776981354e-02,-2.044439316e-02,-1.231837203e-03,2.708762512e-02,1.231837203e-03
21,-7.000000000e+00,-4.000000000e+00,3.141592503e+00,-7.009818077e+00,-4.007082462e+00,3.140985012e+00,9.818077087e-03,7.082462311e-03,-6.076546852e-04,1.210602839e-02,6.076546852e-04
