graph_id,gt_x,gt_y,gt_th,est_x,est_y,est_th,err_x,err_y,err_th,err_trans,err_rot
1,-8.000000000e+00,-7.000000000e+00,1.570796371e+00,-8.003958702e+00,-6.995871544e+00,1.570150018e+00,4.128456116e-03,3.958702087e-03,-6.463538739e-04,5.719743669e-03,6.463538739e-04
2,-8.000000000e+00,-6.000000000e+00,0.000000000e+00,-8.002005577e+00,-6.001747608e+00,2.416613570e-04,-2.005577087e-03,-1.747608185e-03,2.416613570e-04,2.660164144e-03,2.416613570e-04
3,-8.000000000e+00,-5.000000000e+00,1.570796371e+00,-8.000828743e+00,-5.002426624e+00,1.571122289e+00,-2.426624298e-03,8.287429810e-04,3.259440127e-04,2.564238617e-03,3.259440127e-04
4,-8.000000000e+00,-4.000000000e+00,0.000000000e+00,-8.001338005e+00,-4.001287460e+00,3.485076595e-04,-1.338005066e-03,-1.287460327e-03,3.485076595e-04,1.856828341e-03,3.485076595e-04
5,-8.000000000e+00,-3.000000000e+00,1.570796371e+00,-8.000677109e+00,-3.001843691e+00,1.570692182e+00,-1.843690872e-03,6.771087646e-04,-1.042171716e-04,1.964095747e-03,1.042171716e-04
6,-8.000000000e+00,-2.000000000e+00,0.000000000e+00,-8.001335144e+00,-1.999497175e+00,4.439519762e-05,-1.335144043e-03,5.028247833e-04,4.439519762e-05,1.426689327e-03,4.439519762e-05
7,-8.000000000e+00,-1.000000000e+00,1.570796371e+00,-8.001511574e+00,-9.999815226e-01,1.571075082e+00,1.847743988e-05,1.511573792e-03,2.787509293e-04,1.511686714e-03,2.787509293e-04
8,-8.000000000e+00,0.000000000e+00,0.000000000e+00,-8.003020287e+00,-1.735389960e-04,-6.570421829e-05,-3.020286560e-03,-1.735389960e-04,-6.570421829e-05,3.025267972e-03,6.570421829e-05
9,-8.000000000e+00,1.000000000e+00,1.570796371e+00,-8.001712799e+00,1.000029564e+00,1.570786715e+00,2.956390381e-05,1.712799072e-03,-9.671652151e-06,1.713054255e-03,9.671652151e-06
10,-8.000000000e+00,2.000000000e+00,0.000000000e+00,-8.000901222e+00,1.999371409e+00,-1.098556750e-04,-9.012222290e-04,-6.285905838e-04,-1.098556750e-04,1.098784618e-03,1.098556750e-04
11,-8.000000000e+00,3.000000000e+00,1.570796371e+00,-8.002475739e+00,2.999679804e+00,1.570663452e+00,-3.201961517e-04,2.475738525e-03,-1.329308143e-04,2.496358706e-03,1.329308143e-04
12,-8.000000000e+00,4.000000000e+00,0.000000000e+00,-8.002163887e+00,4.000223160e+00,-6.200710777e-05,-2.163887024e-03,2.231597900e-04,-6.200710777e-05,2.175363712e-03,6.200710777e-05
13,-8.000000000e+00,5.000000000e+00,1.570796371e+00,-8.004692078e+00,5.001099586e+00,1.570375204e+00,1.099586487e-03,4.692077637e-03,-4.212021304e-04,4.819199443e-03,4.212021304e-04
14,-8.000000000e+00,6.000000000e+00,0.000000000e+00,-7.999795914e+00,6.004160404e+00,-6.250525475e-04,2.040863037e-04,4.160404205e-03,-6.250525475e-04,4.165406805e-03,6.250525475e-04
15,-8.000000000e+00,7.000000000e+00,1.570796371e+00,-7.997303486e+00,7.006812096e+00,1.569927454e+00,6.812095642e-03,-2.696514130e-03,-8.689177921e-04,7.326379418e-03,8.689177921e-04
16,-8.000000000e+00,8.000000000e+00,0.000000000e+00,-7.997247696e+00,8.001456261e+00,-6.184743252e-04,2.752304077e-03,1.456260681e-03,-6.184743252e-04,3.113819752e-03,6.184743252e-04
17,-7.000000000e+00,-8.000000000e+00,3.141592503e+00,-7.005096912e+00,-7.999747753e+00,3.140999556e+00,5.096912384e-03,-2.527236938e-04,-5.930818734e-04,5.103174131e-03,5.930818734e-04
18,-7.000000000e+00,-7.000000000e+00,-1.570796371e+00,-7.004381657e+00,-7.001362801e+00,-1.570867300e+00,1.362800598e-03,-4.381656647e-03,-7.100983203e-05,4.588697106e-03,7.100983203e-05
19,-7.000000000e+00,-6.000000000e+00,3.141592503e+00,-7.002807140e+00,-5.999279499e+00,3.141153336e+00,2.807140350e-03,-7.205009460e-04,-4.392100964e-04,2.898130100e-03,4.392100964e-04
20,-7.000000000e+00,-5.000000000e+00,-1.570796371e+00,-7.000355244e+00,-5.003292561e+00,-1.570562840e+00,3.292560577e-03,-3.552436829e-04,2.335801546e-04,3.311669221e-03,2.335801546e-04
21,-7.000000000e+00,-4.000000000e+00,3.141592503e+00,-7.002951145e+00,-3.999420881e+00,3.141293049e+00,2.951145172e-03,-5.788803101e-04,-2.995085379e-04,3.007384250e-03,2.995085379e-04
22,-7.000000000e+00,-3.000000000e+00,-1.570796371e+00,-7.000520706e+00,-3.000548363e+00,-1.570832372e+00,5.483627319e-04,-5.207061768e-04,-3.608045517e-05,7.561987732e-04,3.608045517e-05
